RELEASE_YEAR,PROD_COMPANY_NAME,BUDGET,REVENUE,PROFIT,POPULARITY,N_ANIMATION,N_COMEDY,N_FAMILY,N_ADVENTURE,N_FANTASY,N_DRAMA,N_ROMANCE,N_ACTION,N_CRIME,N_THRILLER,N_HISTORY,N_SCIENCE_FICTION,N_MYSTERY,N_HORROR,N_WAR,N_FOREIGN,N_DOCUMENTARY,N_WESTERN,N_MUSIC,N_TV_MOVIE
2014,The Ink Factory,15000000,31554855,16554855,10.432407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,The Javelina Film Company,32000000,6885706,-25114294,7.375146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,The Safran Company,6500000,255273813,248773813,23.242452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,The Weinstein Company,183000000,736096111,553096111,12.897777333333332,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Thunder Road Pictures,190000000,228357226,38357226,15.297821,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Tiberius Film,9750000,9750000,0,1.574542,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2014,Tim Burton Productions,10000000,28883511,18883511,7.412826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Toho,105000000,249183474,144183474,6.493765,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Toho Company,480000000,1587228207,1107228207,14.019239,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2014,Tonik Productions,50000000,133960912,83960912,12.472206,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Top Hat Releasing,20000000,27333780,7333780,9.336019,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2014,Touchstone Pictures,286000000,901991365,615991365,17.5104642,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Traveling Picture Show Company (TPSC),112000000,212726400,100726400,14.914924,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2014,Travelling Picture Show Company,200000,17834867,17634867,6.322844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,Traverse Media,500000,15000000,14500000,8.279917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Treehouse Pictures,25000000,73669353,48669353,8.961463,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,TriStar Pictures,667000000,700920824,33920824,10.718840285714284,0,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2014,Troublemaker Studios,130000000,78815232,-51184768,20.623642,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Twentieth Century Fox Animation,712000000,2585376376,1873376376,9.476932399999999,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Twentieth Century Fox Film Corporation,2327000000,8693201877,6366201877,40.66926781481481,1,4,2,3,3,1,2,3,0,3,0,2,2,1,0,0,0,0,0,0
2014,Téléfilm Canada,5536000,3736428,-1799572,10.913575333333334,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,UK Film Council,39900000,16140753,-23759247,6.707974,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,UTV Motion Pictures,10,8,-2,1.109545,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Umedia,46000000,28542946,-17457054,9.937852,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Undisputed Cinema,14000000,29237454,15237454,6.293515,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Unified Pictures,2000000,48390,-1951610,3.880541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Universal Pictures,715000000,2684609980,1969609980,15.099949590909096,0,3,0,1,2,2,1,3,0,3,0,1,1,4,1,0,0,0,0,0
2014,Upload Films,1000000,59744,-940256,11.153327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,VOO,7000000,6860853,-139147,6.868022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Verdi Productions,3300000,45000,-3255000,3.436499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Vertigo Entertainment,303000000,2425307429,2122307429,12.86463525,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,Vijaya Productions,17700000,57000000,39300000,1.9151680000000002,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Village Roadshow Pictures,1328600000,5276617732,3948017732,15.941885842105265,1,1,1,1,2,2,1,4,1,2,0,1,1,0,1,0,0,0,0,0
2014,Vinod Chopra Films,39000000,360000000,321000000,12.58752,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,VisionPlus Fund I,25500000,22500000,-3000000,6.911759,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,Viz Media,356000000,741082512,385082512,31.982986,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Vlaams Audiovisueel fonds,7000000,6860853,-139147,6.868022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Volcano Films,420000000,804095484,384095484,16.320249,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Voltage Pictures,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Vértigo Films,12000000,21026290,9026290,4.726238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,WARNER BROS DIGITAL DISTRIBUTION,18000000,10455381,-7544619,7.510158999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,WSB,10500000,537000,-9963000,0.524653,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,WY Productions,12000000,21026290,9026290,4.726238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Walden Media,50000000,133960912,83960912,12.472206,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Walt Disney Animation Studios,825000000,3260527215,2435527215,213.84990699999997,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Walt Disney Pictures,2156000000,8536212329,6380212329,62.54121400000001,2,4,4,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
2014,Walt Disney Studios Motion Pictures,939000000,3928598925,2989598925,16.821710375,0,0,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,Wanda Visión S.A.,8000000,53086,-7946914,3.851653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Warner Animation Group,300000000,2345803460,2045803460,16.418133,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Warner Bros.,2576200000,9250484344,6674284344,24.32928062162162,1,5,1,2,2,7,2,5,2,2,0,3,2,0,2,0,0,0,1,0
2014,Warner Bros. Animation,303500000,2350958785,2047458785,15.0382145,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Warner Bros. Interactive Entertainment,18000000,10455381,-7544619,7.510158999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Warner Bros. Pictures,750000000,2868059364,2118059364,31.718977,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Washington Square Films,60000000,36021210,-23978790,17.187708,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,Waterstone Entertainment,25500000,22500000,-3000000,6.911759,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2014,We're Not Brothers Productions,7000000,2360281,-4639719,10.197503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Weed Road Pictures,240000000,123200924,-116799076,7.363527,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,Weekend Blockbusters,22200000,3900000,-18300000,0.955596,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,White Noise Factory,5000000,103590271,98590271,13.288564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,WhiteFlame Productions,18000000,45213,-17954787,5.939334,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Why Not Productions,18000000,217565694,199565694,27.756026,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014,WideAwake,17000000,136621271,119621271,15.962793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Wild Bunch,11000000,10966598,-33402,6.149295,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Wild Side Films,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Will Packer Productions,74400000,248023686,173623686,16.1106225,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2014,WingNut Films,750000000,2868059364,2118059364,31.718977,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Wolfhound Pictures,11000000,6000000,-5000000,10.524204,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,Wonderland Sound and Vision,112000000,210391996,98391996,17.861119,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2014,Working Title Films,30000000,247453376,217453376,11.85302,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Worldview Entertainment,77000000,247128284,170128284,10.6556785,0,2,0,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2014,XYZ Films,14000000,22881627,8881627,8.39614225,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2014,Young Gang,1000000,59744,-940256,11.153327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Zanuck Independent,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Zentropa Productions,21000000,84140000,63140000,8.253705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,Zephyr Films,25500000,2312118,-23187882,10.990614,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,bob industries,15000000,52501541,37501541,11.209154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,uFilm,34000000,7516656,-26483344,12.543659,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,Инвада фильм,1500000,6,-1499994,0.201582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,Кинокомпания «Lunapark»,1500000,6,-1499994,0.201582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,1019 Entertainment,6000000,8404524,2404524,5.396271,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015,1821 Pictures,1200000,14174904,12974904,4.565414,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3 Arts Entertainment,20000000,36606743,16606743,8.066726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4 Cats Pictures,42000000,24920070,-17079930,6.345679,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,A113,760000000,836617288,76617288,22.296076,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015,A24,180000000,174184447,-5815553,12.95603446153846,0,1,0,0,0,5,1,0,0,2,0,2,2,0,0,0,0,0,0,0
2015,ARY Films,429447,1935405,1505958,0.091951,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Aashirvad Cinemas,2100510,4501094,2400584,0.633653,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Abu Dhabi Film Commission,190000000,1506249360,1316249360,27.275687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Affirm Films,3000000,67790117,64790117,5.384163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ahimsa Films,10000000,117957306,107957306,8.585856,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2015,Alcon Entertainment,365000000,450961579,85961579,7.728421599999999,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2015,Alibaba Pictures Group,645000000,2411627526,1766627526,11.649465,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2015,Alliance Films,10000000,52882018,42882018,17.602928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,Allison Shearmur Productions,380000000,2174057412,1794057412,19.801128,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Allspark Pictures,20000000,9334736,-10665264,5.394112,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Alpha Core,147000000,313198644,166198644,30.206365,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2015,Amazon Prime Instant Video,120000000,40932876,-79067124,11.429831,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,Amblin Entertainment,680000000,6385071936,5705071936,26.429612666666667,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
2015,Anarchos Productions,704000012,735950892,31950880,21.463465,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,Animal Kingdom,15000000,29509941,14509941,17.670624666666665,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2015,Annapurna Pictures,740000000,1964682266,1224682266,24.45077733333333,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2015,Anonymous Content,600000000,2396841431,1796841431,19.700297428571428,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0
2015,Anton Capital Entertainment (ACE),215000000,164683982,-50316018,11.768194625,0,0,0,0,0,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0
2015,Anwar Rasheed Entertainment,18600000,33000000,14400000,0.81609,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Apatow Productions,35000000,140795793,105795793,17.310647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Aperture Entertainment,270000000,440810730,170810730,13.412445,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Appian Way,540000000,2131802012,1591802012,23.501228,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015,Archer Gray,4000000,2954004,-1045996,14.986654,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Arka Media Works,160000000,400000000,240000000,11.80967,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2015,Art Pictures Studio,40000000,30191048,-9808952,1.557671,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2015,Arte France Cinéma,11000000,161789,-10838211,12.293202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Artémis Productions,15000000,64191523,49191523,11.245661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Atmosphere Entertainment MM,270000000,440810730,170810730,13.412445,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Automatik Entertainment,10000000,52882018,42882018,17.602928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,Azari Media,40000000,266664,-39733336,7.895442,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015,B24,735000000,2642023827,1907023827,24.926576999999998,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,BBC Films,23000000,144395147,121395147,7.736248666666666,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,BN Films,6000000,8404524,2404524,5.396271,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015,Babieka,799000000,902617288,103617288,13.742372285714286,0,0,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2015,Bad Robot,1430000000,10319884913,8889884913,25.71638542857143,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
2015,Bam Film,1300000,250000,-1050000,6.49255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Bazelevs Production,86000000,174094549,88094549,10.215730500000001,0,0,0,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
2015,Beagle Pug Films,380000000,2174057412,1794057412,19.801128,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Beijing Dengfeng International Culture,36000000,240000000,204000000,2.162781,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,Beijing Enlight Pictures,111000000,834900000,723900000,4.209701,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Beijing Weiyingshidai Culture & Media,30000000,450000000,420000000,3.7593009999999993,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,BenderSpink,31000000,104384188,73384188,11.33038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Berlanti Productions,450000000,385164960,-64835040,11.30428,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Bhansali Films,22000000,82000000,60000000,1.812728,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Big Indie Pictures,30000000,32507256,2507256,16.903373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Big Screen Productions,1,1,0,2.240259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Black Bear Pictures,5000000,12683368,7683368,11.898793,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,Black Label Media,150000000,420129080,270129080,19.511221,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2015,Blinding Edge Pictures,10000000,196900124,186900124,15.021058,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2015,Blue Sky Studios,99000000,246233113,147233113,12.338346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Blue-Tongue Films,10000000,117957306,107957306,8.585856,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2015,Bluegrass Films,68000000,217022588,149022588,42.061481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Blueprint Pictures,20000000,171956532,151956532,5.204474,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Blumhouse Productions,82800000,925007601,842207601,8.990697333333335,0,0,0,1,1,1,0,0,0,7,0,0,1,6,0,0,0,0,1,0
2015,Bold Films,14000000,108928606,94928606,10.386662000000001,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2015,Brightside Entertainment,6000000,8404524,2404524,5.396271,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015,Broken Chair Flickz,56000000,403269982,347269982,21.183077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Broken Road Productions,30000000,29721532,-278468,20.683405,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,Brothers Dowdle Productions,10000000,108837744,98837744,14.13262,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Brownstone Productions,58000000,575012388,517012388,15.862632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Brucks Entertainment,30000000,29721532,-278468,20.683405,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,Buffalo Films,2800000,2640010,-159990,5.061041,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Buffalo Producciones,2800000,2640010,-159990,5.061041,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CBS Films,51000000,171911092,120911092,7.126549,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CG Cinéma,1300000,250000,-1050000,6.49255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Camp Grey,5000000,12683368,7683368,11.898793,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,Canal+,141300000,119463841,-21836159,10.766356444444444,0,1,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0
2015,Caracol Televisión,2800000,2640010,-159990,5.061041,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,CatchPlay,540000000,2131802012,1591802012,23.501228,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015,Caviar Films,4000000,2954004,-1045996,14.986654,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Central Motion Pictures,45000000,1897626,-43102374,6.294815,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015,Central Partnership,13100000,2834412,-10265588,0.3164154,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,Centre National de la Cinématographie (CNC),1300000,250000,-1050000,6.49255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Centre National du Cinéma et de L'image Animée (CNC),20000000,78280965,58280965,11.223033,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2015,Centropolis Entertainment,13500000,187674,-13312326,3.531089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Chapter One Films,6600000,128221456,121621456,5.840554,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2015,Chartoff Winkler Productions,37000000,173567581,136567581,33.449723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Chernin Entertainment,195000000,706998657,511998657,13.257467,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,China Dream Film Culture Industry,45000000,1897626,-43102374,6.294815,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015,China Film & TV Capital,195000000,364637109,169637109,5.462048,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,China Film Co.,190000000,1506249360,1316249360,27.275687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,China Movie Channel,450000000,2046990417,1596990417,17.836882,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015,Chunqiu Time Co.,36000000,240000000,204000000,2.162781,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,Cinema West Films,1,1,0,2.240259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ciné+,21300000,78530965,57230965,10.434619166666666,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2015,Circle of Confusion,56000000,54279048,-1720952,9.534828,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,CityMation,192000000,292713750,100713750,11.376954,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Ciudad Lunar Producciones,2800000,2640010,-159990,5.061041,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Clinica Estetico,54000000,123975984,69975984,16.778946,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Closest to the Hole Productions,30000000,49263404,19263404,14.013413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Cloud Eight Films,60000000,68883746,8883746,16.224866,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,Cloudy Productions,324000000,1657406184,1333406184,28.224212,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,Cold Iron Pictures,4000000,2954004,-1045996,14.986654,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Color Force,480000000,1960284783,1480284783,26.628178000000002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,"Colorado Office of Film, Television & Media",190000000,1506249360,1316249360,27.275687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Columbia Pictures,1709000000,5953458498,4244458498,18.948429421052637,1,4,2,2,0,1,0,4,2,0,0,2,0,1,0,0,0,0,0,0
2015,Columbia TriStar,54000000,123975984,69975984,16.778946,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Constantin Film,3196621,25513752,22317131,6.704659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Constantin Film.,360000000,503932788,143932788,17.246484,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2015,Copenhagen Film Fund,15000000,64191523,49191523,11.245661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Corner Work,40000000,30191048,-9808952,1.557671,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2015,Cott Productions,500000000,469103790,-30896210,11.696923,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2015,Cowtown Cinema Ventures,33000000,1781049,-31218951,9.056173,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,Creative Scotland,45000000,37805118,-7194882,12.493466,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,Cross Creek Pictures,266000000,690476900,424476900,10.852435666666665,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2015,Crucial Films,56000000,403269982,347269982,21.183077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Cuatro Plus Films,60000000,625764,-59374236,9.188583,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2015,Cube Vision,56000000,403269982,347269982,21.183077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,DMC Films,45000000,37805118,-7194882,12.493466,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,DMG Entertainment,315000000,401156133,86156133,7.291872000000001,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
