RELEASE_YEAR,PROD_COMPANY_NAME,BUDGET,REVENUE,PROFIT,POPULARITY,N_ANIMATION,N_COMEDY,N_FAMILY,N_ADVENTURE,N_FANTASY,N_DRAMA,N_ROMANCE,N_ACTION,N_CRIME,N_THRILLER,N_HISTORY,N_SCIENCE_FICTION,N_MYSTERY,N_HORROR,N_WAR,N_FOREIGN,N_DOCUMENTARY,N_WESTERN,N_MUSIC,N_TV_MOVIE
2010,Cinémage 4,8000000,82848134,74848134,4.476836,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Circle of Confusion,30000000,3206046,-26793954,8.419427,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Cloud Eight Films,54000000,107078760,53078760,11.176797,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Cofinova 6,8000000,82848134,74848134,4.476836,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Color Force,30000000,151400996,121400996,12.139919,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Columbia Pictures,1670000000,4641840928,2971840928,11.448549549999997,0,3,1,1,0,4,2,5,1,2,0,0,1,0,0,0,0,0,0,0
2010,Comedy Central,3000000,17573512,14573512,4.330658,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Company Films,24000000,409880,-23590120,5.145185,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Comune di Castellabate,4000000,65584679,61584679,6.700081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Constantin Film Produktion,240000000,1200912336,960912336,0.452934,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2010,Corner Store Entertainment,7000000,382946,-6617054,5.886972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Cottage Industries,7000000,33132480,26132480,11.107914,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Crest Animation Productions,40000000,78600000,38600000,8.16645,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Crimson Bolt,7500000,972414,-6527586,8.309635,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Cross Creek Pictures,26000000,655607462,629607462,12.989056,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Cruel and Unusual Films,320000000,560293560,240293560,17.674048,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,DC Comics,415000000,476224810,61224810,12.696765999999998,0,1,0,2,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0
2010,DC Entertainment,415000000,476224810,61224810,12.696765999999998,0,1,0,2,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0
2010,DNA Films,45000000,28365696,-16634304,8.278794,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,DRO Entertainment,7000000,382946,-6617054,5.886972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dark Castle Entertainment,125000000,117900000,-7100000,12.798367,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2010,Dark Harbor Stories,28500000,360000,-28140000,7.778097,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Dark Sky Films,7500000,157812,-7342188,12.525758000000002,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Dark Trick Films,5962950,57457440,51494490,7.389437,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,Davis Entertainment,272000000,742377976,470377976,8.741102999999999,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2010,Davis-Films,240000000,1200912336,960912336,0.452934,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2010,Dayday Films,30000000,151400996,121400996,12.139919,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,De Line Pictures,320000000,806336564,486336564,6.598296,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dentsu,628000000,548054009,-79945991,9.542452555555556,0,0,0,1,0,1,0,2,1,2,0,1,0,0,1,0,0,0,0,0
2010,Di Bonaventura Pictures,620000000,1238312029,618312029,11.136148749999998,0,1,0,1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0
2010,Dimension Films,48000000,166376330,118376330,8.212132,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,Django Film,36000000,11204862,-24795138,6.971611,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Double Feature Films,31000000,15134293,-15865707,6.523155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Drafthouse Films,2903058,12810000,9906942,11.934045,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,DreamWorks Animation,2135000000,7351955411,5216955411,12.478949214285716,3,2,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,DreamWorks SKG,109000000,185947313,76947313,9.275404,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dreamagine Entertainment,7000000,382946,-6617054,5.886972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dreamworks Pictures,200000000,621301170,421301170,9.73941,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dune Entertainment,2205000000,5563996497,3358996497,10.780618451612904,0,9,4,3,3,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0
2010,Dune Entertainment III,901000000,2122736866,1221736866,8.3936360625,0,3,2,2,2,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0
2010,EFTI,60000000,72436839,12436839,11.119459999999998,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,Ealing Studios,20000000,8698374,-11301626,7.787593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Echo Films,57000000,149491821,92491821,5.695408,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Echo Lake Entertainment,20000000,997948,-19002052,5.727987,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Eden Rock Media,10000000,10953586,953586,6.771868,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,Edward R. Pressman Film,140000000,269496042,129496042,9.819864,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Egoli Tossell Film AG,72000000,3485116,-68514884,4.558075,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2010,Elle Driver,2500000,490085,-2009915,5.305905,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,Entertainment Film Distributors,16000000,6906086,-9093914,6.712894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Eros Entertainment,25600000,23600000,-2000000,1.82294,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,Escape Artists,70000000,154954016,84954016,6.629999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,EuropaCorp,306000000,391942722,85942722,6.965315444444444,0,1,0,1,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0
2010,Everest Entertainment,54000000,107078760,53078760,11.176797,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Everyman Pictures,269000000,707689027,438689027,10.367512666666666,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Exclusive Films,90000000,61044747,-28955253,9.402082,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Exclusive Media Group,60000000,72436839,12436839,11.119459999999998,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,Eyeworks,3000000,17573512,14573512,4.330658,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Family of the Year Productions,6000000,1718427,-4281573,12.805293999999998,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2010,Fandango,21000000,24660645,3660645,5.633243,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Fast Track Productions,35000000,60251371,25251371,7.681383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Fawzi Vision,14000000,30344816,16344816,1.011029,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Fidélité Films,120000000,204594604,84594604,9.591425,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Film Fund FUZZ,7000000,8319356,1319356,6.097684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,Film Workshop,6200000,4820000,-1380000,1.077252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Film4,117903058,184502980,66599922,9.470020181818182,0,2,0,1,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2010,FilmDistrict,75000000,110979504,35979504,8.67817,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,FilmNation Entertainment,50000000,829421046,779421046,8.494187,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2010,Filmkameratene A/S,7000000,8319356,1319356,6.097684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,Films en Stock,72000000,3485116,-68514884,4.558075,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2010,Filmula,7000000,382946,-6617054,5.886972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Firm Films,200000000,335610932,135610932,12.697059,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Focus Features,110000000,389496304,279496304,6.770152249999999,0,4,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Forest Park Pictures,30000000,3206046,-26793954,8.419427,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Four of a Kind Productions,13500000,371460,-13128540,8.786269,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Fox 2000 Pictures,840000000,2235010302,1395010302,9.914996333333333,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Fox Searchlight Pictures,163000000,897151666,734151666,10.461722818181817,0,1,0,1,0,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0
2010,Foxstar,24000000,84690720,60690720,11.264586,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Fragile Films,20000000,8698374,-11301626,7.787593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,France 2 Cinéma,110000000,155468408,45468408,6.428022,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2010,France Télévision,28000000,117871946,89871946,5.28403,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010,French Tax Credit,300000000,836194107,536194107,12.845045,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Frontier Pictures,40000000,64010496,24010496,12.820452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Furry Vengeance Productions,35000000,39340177,4340177,10.794556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,GK Films,781000000,1607166087,826166087,11.5699035,0,0,0,0,0,3,1,1,3,3,0,0,1,0,0,0,0,0,0,0
2010,Gary Sanchez Productions,302000000,511862487,209862487,9.96123275,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,Gaumont,14000000,15289874,1289874,15.280219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Gilbert Films,7000000,69411700,62411700,5.899155,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Glass Eye Pix,3250000,166225,-3083775,7.814255,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2010,Gold Circle Films,114000000,316830372,202830372,7.824962,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Goldcrest Pictures,120000000,176355540,56355540,10.771255000000002,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Gracie Films,360000000,146006721,-213993279,5.458386999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Gran Via Productions,75000000,110979504,35979504,8.67817,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Green Film Company,3000000,103735,-2896265,2.444847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Green Hat Films,130000000,423561648,293561648,11.73956,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Greenlit Rights,60000000,196392972,136392972,7.275648999999999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Grive Productions,156000000,158479782,2479782,6.885593,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,H Plus Communication,10400000,20967660,10567660,3.106814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,HBO Films,300000000,865043076,565043076,7.255990999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,HCC Media Group,270000000,48536877,-221463123,3.394928,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Hakuhodo DY Media Partners,123000000,447924775,324924775,7.785034,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Hammer Film Productions,60000000,72436839,12436839,11.119459999999998,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,HandMade Films,54000000,107078760,53078760,11.176797,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Handsomecharlie Films,37000000,102382946,65382946,6.049935,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Hannibal Pictures,37500000,3251049,-34248951,8.5508,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Happy Madison Productions,80000000,271430189,191430189,23.981251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Harbor Light Entertainment,18000000,14425580,-3574420,9.063797,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Haunted Movies,3000000,194018300,191018300,17.24814,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Henceforth,50000000,9288216,-40711784,11.421915,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Herrick Entertainment,30000000,3206046,-26793954,8.419427,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Heyday Films,750000000,2862917604,2112917604,23.300361999999996,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,HighRoad Entertainment,25000000,7757986,-17242014,1.830829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Hit the Ground Running Films,30000,3045943,3015943,5.174738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Hokkaido Broadcasting Co.,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Home Box Office (HBO),300000000,865043076,565043076,7.255990999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Huayi Brothers,52000000,206893140,154893140,7.17548,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2010,Hugo Productions,20000000,35023812,15023812,6.091224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,Human Worldwide,3000000,103735,-2896265,2.444847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Hunting Lane Films,7000000,33132480,26132480,11.107914,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Hwy61,120000000,204594604,84594604,9.591425,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Hydraulx,10000000,66821036,56821036,7.676017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Hypnopolis,1500000,594,-1499406,1.018477,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,IM Global,84000000,204417170,120417170,10.467424125,0,1,0,0,0,1,1,0,0,2,0,0,1,2,0,0,0,0,0,0
2010,Icon Productions,320000000,299605356,-20394644,9.554067,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2010,Illumination Entertainment,138000000,1087027970,949027970,22.274502,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Imagenation Abu Dhabi FZ,185000000,265253344,80253344,10.249210000000001,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
2010,Imagine Entertainment,400000000,621339080,221339080,10.56812,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Immortal Thoughts,21000000,139464,-20860536,9.107829,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Impact Pictures,240000000,1200912336,960912336,0.452934,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2010,Imprint Entertainment,272000000,2793965388,2521965388,34.047399,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Incentive Filmed Entertainment,7000000,33132480,26132480,11.107914,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Industrial Light & Magic (ILM),600000000,1274011692,674011692,9.544657,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Ingenious Film Partners,835000000,1565685607,730685607,14.137081250000001,0,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Innocence Productions,12500000,6732980,-5767020,11.024462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Intellectual Properties Worldwide,48000000,166376330,118376330,8.212132,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,Is or Isn't Entertainment,30000000,102000000,72000000,6.212898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Island Film Group,9000000,771499,-8228501,1.818296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Isle of Man Film,16000000,6906086,-9093914,6.712894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Italian Tax Credit,300000000,836194107,536194107,12.845045,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Jerry Bruckheimer Films,1350000000,2417037282,1067037282,15.167493888888888,0,1,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2010,Jerry Weintraub Productions,160000000,1431409580,1271409580,11.690781,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Josephson Entertainment,114000000,316830372,202830372,7.824962,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Junction Entertainment,750000000,1076418710,326418710,12.533525,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Karz Entertainment,104000000,432971308,328971308,7.466721,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Katalyst Films,300000000,392639852,92639852,6.540621,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Kenio Films,25000000,7757986,-17242014,1.830829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"Kennedy/Marshall Company, The",700000000,1484406962,784406962,9.010693333333334,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Kontsept Film Company,600000000,1261233036,661233036,15.330541000000002,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2010,La Fabrique 2,21000000,9655998,-11344002,4.896196,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Legendary Pictures,1416000000,5711443293,4295443293,18.783116538461538,0,1,0,2,1,2,0,2,1,2,0,1,1,0,0,0,0,0,0,0
2010,Les Productions du Trésor,50000000,97062940,47062940,7.594334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Light Song Films,150000000,4835000,-145165000,12.17886,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2010,Likely Story,7000000,453079,-6546921,3.18614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Linson Entertainment,20000000,5991622,-14008378,19.42051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,Lions Gate Family Entertainment,40000000,78600000,38600000,8.16645,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Lions Gate Films,40000000,120145192,80145192,2.576815,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Lionsgate,516000000,1061913130,545913130,11.0251995,0,1,0,0,0,1,2,2,3,2,0,0,0,1,0,0,0,0,0,0
2010,Little Gaddesden Productions,5773100,18144030,12370930,4.290276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,LivePlanet,510000000,1200188289,690188289,21.259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Lleju Productions,18000000,14425580,-3574420,9.063797,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Loki Films,3000000,103735,-2896265,2.444847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,London Boulevard,50000000,9288216,-40711784,11.421915,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Lone Runner Entertainment,25000000,7757986,-17242014,1.830829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Longfellow Pictures,12500000,6732980,-5767020,11.024462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Lotte Entertainment,2400000,12644004,10244004,1.049484,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,M6,156000000,158479782,2479782,6.885593,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,M6 Films,206000000,255542722,49542722,7.1690894,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,MCG,37500000,3251049,-34248951,8.5508,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,MTV Films,60000000,351672813,291672813,10.997518,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2010,Mad Hatter Entertainment,660000000,1979515036,1319515036,14.416681,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Madhouse Entertainment,40000000,136000000,96000000,6.715263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Madras Talkies,27000000,25200000,-1800000,1.160169,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Magic Light Pictures,16000000,6906086,-9093914,6.712894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Magic Picture,14000000,30344816,16344816,1.011029,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Maguire Entertainment,30000000,41058388,11058388,4.582024,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mainichi Broadcasting System (MBS),12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Malpaso Productions,100000000,210395270,110395270,7.942766,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mandalay Vision,37000000,72617746,35617746,7.411318199999999,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Mandarin Films Distribution Co.,38708427,108000000,69291573,1.9601999999999997,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2010,Mandate Pictures,57000000,149491821,92491821,5.695408,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Maraci/Edelstein Films,66000000,2554551,-63445449,11.634377,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Marc Platt Productions,254000000,293184381,39184381,10.7731864,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Marv Films,96000000,283650542,187650542,12.8435305,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Marvel Studios,600000000,1871799993,1271799993,19.083344,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Massa d'Or Produccions,12000000,7541314,-4458686,3.546146,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Matador Pictures,16000000,6906086,-9093914,6.712894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Maverick Films,272000000,2793965388,2521965388,34.047399,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mayhem Pictures,179000000,397638895,218638895,6.97885575,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Media Rights Capital,30000000,100749525,70749525,7.094276,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Medusa Film,4000000,65584679,61584679,6.700081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Metro-Goldwyn-Mayer (MGM),108000000,193716786,85716786,11.967652,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Micro scope,20400000,21311514,911514,8.596012,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010,Microsoft,300000,3000000,2700000,1.731527,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Mike Zoss Productions,114000000,756830781,642830781,10.730765,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,Millbrook Farm Productions,200000000,335610932,135610932,12.697059,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Millennium Films,268500000,823771182,555271182,11.2668585,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
2010,Mimran Schur Pictures,22000000,9479718,-12520282,11.275132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
