RELEASE_YEAR,GENRE,BUDGET,REVENUE,PROFIT,POPULARITY
2011,Documentary,27263148,131980879,104717731,32.992795
2011,Drama,2490971241,5415874991,2924903750,852.6411510000001
2011,Family,1869000000,6055394893,4186394893,255.21969700000005
2011,Fantasy,1525000000,5503827639,3978827639,240.38507200000004
2011,Foreign,17612361,23108651,5496290,5.275261
2011,History,210134005,360709829,150575824,49.82150399999999
2011,Horror,410250596,944103422,533852826,193.217606
2011,Music,176920000,708188192,531268192,41.546992
2011,Mystery,751000000,2074288694,1323288694,202.43920399999996
2011,Romance,934405244,2943040304,2008635060,296.166014
2011,Science Fiction,1686050531,4810254291,3124203760,296.40764500000006
2011,Thriller,2470203183,5737684257,3267481074,649.1792750000004
2011,War,249100000,279064989,29964989,36.575597
2011,Western,298000000,420546928,122546928,21.540594
2012,Action,3741427500,11257048180,7515620680,629.2243429999997
2012,Adventure,3315500000,11544764553,8229264553,476.7228339999999
2012,Animation,1144016654,3952878155,2808861501,153.860801
2012,Comedy,2434275220,7254462138,4820186918,604.9487489999997
2012,Crime,872727500,2583136223,1710408723,248.24717300000003
2012,Documentary,16225000,67528019,51303019,17.107509
2012,Drama,2498730416,7720912890,5222182474,744.2383110000001
2012,Family,1248016654,4210547121,2962530467,172.56148299999995
2012,Fantasy,1762800000,6203564119,4440764119,263.415436
2012,Foreign,7225000,16111300,8886300,1.2614640000000001
2012,History,198000000,475702372,277702372,42.207029000000006
2012,Horror,347740000,1235755814,888015814,167.52891599999998
2012,Music,212000000,814413980,602413980,56.182613
2012,Mystery,247620000,594846296,347226296,65.44234099999998
2012,Romance,789617508,2976193794,2186576286,295.7531860000001
2012,Science Fiction,1853240000,5297439071,3444199071,343.00869400000005
2012,Thriller,2131671180,6168635191,4036964011,578.882824
2012,War,167000000,183705551,16705551,43.893024
2012,Western,100000000,425368238,325368238,19.785025
2013,Action,4326212753,10823594508,6497381755,686.074773
2013,Adventure,3641700000,10684968620,7043268620,501.0524980000001
2013,Animation,1445000000,5510573754,4065573754,223.40793100000002
2013,Comedy,1912540806,6696704285,4784163479,582.59255
2013,Crime,1367022753,3473770115,2106747362,409.35624299999984
2013,Drama,2770151571,6314887804,3544736233,1002.7910279999998
2013,Family,1856700000,6200953909,4344253909,230.20176500000005
2013,Fantasy,2229489000,5547230197,3317741197,241.57863500000002
2013,History,175460000,587328122,411868122,125.294181
2013,Horror,428900010,1832647813,1403747803,223.843316
2013,Music,149610015,146913362,-2696653,55.046531
2013,Mystery,268500000,436407076,167907076,74.97688799999999
2013,Romance,573770010,1318059332,744289322,254.36695399999994
2013,Science Fiction,2214800000,7214898416,5000098416,383.0551950000001
2013,Thriller,2123366383,5608007300,3484640917,567.3483080000001
2013,War,70000000,217425119,147425119,11.450698
2013,Western,262000000,89296057,-172703943,18.528965
2014,Action,4263172437,14634266434,10371093997,1317.0709160000001
2014,Adventure,3772500000,13076353741,9303853741,883.9241349999998
2014,Animation,948500000,3322117288,2373617288,326.519659
2014,Comedy,2024780479,7115551368,5090770889,822.3399419999998
2014,Crime,579800000,1114296473,534496473,277.60600199999993
2014,Drama,2553496144,6660306272,4106810128,1244.203227
2014,Family,1506400000,5098017045,3591617045,423.0927040000001
2014,Fantasy,1824500000,6019675077,4195175077,287.261111
2014,History,234722083,573658450,338936367,62.85708399999999
2014,Horror,207968000,995832508,787864508,207.09416800000002
2014,Music,135000000,366415031,231415031,24.616783
2014,Mystery,423250000,1202715626,779465626,352.012734
2014,Romance,818176288,2194148607,1375972319,256.27208100000007
2014,Science Fiction,2207953912,8233814511,6025860599,690.746119
2014,Thriller,1677508423,5617467937,3939959514,1238.241902
2014,War,502800000,1995998811,1493198811,158.135329
2014,Western,26500000,45512853,19012853,15.628851000000001
2015,Action,3676184325,14741794557,11065610232,776.570543
2015,Adventure,3882548152,14787066067,10904517915,1209.9708669999998
2015,Animation,913143149,4070143944,3157000795,677.002124
2015,Comedy,2036240865,7928886653,5892645788,1240.446683
2015,Crime,1141925000,2751272884,1609347884,313.6307570000001
2015,Documentary,400000,88097,-311903,0.984906
2015,Drama,2569385967,7925823475,5356437508,1083.882816
2015,Family,1237083149,4602753819,3365670670,708.55041
2015,Fantasy,1167000003,4618893447,3451893444,204.689298
2015,History,325884375,602329556,276445181,110.502745
2015,Horror,241700000,930442512,688742512,204.225208
2015,Music,134800000,695793417,560993417,107.731727
2015,Mystery,547200000,871699102,324499102,186.60884499999997
2015,Romance,475040000,1895534132,1420494132,247.103056
2015,Science Fiction,2369620003,9350128399,6980508396,498.30898499999995
2015,Thriller,1904884322,6896211670,4991327348,689.7735359999998
2015,War,154800000,300464656,145664656,88.195445
2015,Western,179000000,688710620,509710620,43.83005
2016,Action,4428543507,12214796195,7786252688,1243.7019469999996
2016,Adventure,4830031653,16089707582,11259675929,1202.5635309999998
2016,Animation,1404531653,6352317178,4947785525,250.37239100000002
2016,Comedy,2721864263,9216355143,6494490880,945.0974279999998
2016,Crime,886812373,2422481371,1535668998,339.6949840000001
2016,Documentary,5000000,13000000,8000000,1.628629
2016,Drama,2760697391,7151960719,4391263328,1209.8822469999998
2016,Family,2172000000,8692394144,6520394144,364.3127560000001
2016,Fantasy,2354251653,7355293594,5001041941,419.391396
2016,History,480550000,752428653,271878653,184.160692
2016,Horror,309020000,1969679291,1660659291,341.75411600000007
2016,Music,182000000,1102571275,920571275,61.606603
2016,Mystery,262780132,1007658570,744878438,172.677006
2016,Romance,655126653,2368818566,1713691913,298.62997199999995
2016,Science Fiction,2049720000,7098280655,5048560655,521.217643
2016,Thriller,1393906695,3817948879,2424042184,762.2724039999999
2016,War,378656348,567089190,188432842,97.64707200000001
2016,Western,137000000,201351716,64351716,41.129456
2017,Action,2903991676,10354079382,7450087706,1655.1820870000001
2017,Adventure,1972046714,6756597316,4784550602,946.5297790000002
2017,Animation,608000000,2555920591,1947920591,225.471946
2017,Comedy,1384972803,5177611983,3792639180,739.3142240000001
2017,Crime,542000000,2360330555,1818330555,486.874556
2017,Drama,961856338,2768909983,1807053645,818.8966149999999
2017,Family,812000000,4053574395,3241574395,550.766381
2017,Fantasy,1081100000,4240999485,3159899485,907.6696149999999
2017,History,165075038,773465607,608390569,67.39115799999999
2017,Horror,300700000,840498966,539798966,319.40725
2017,Music,10000000,443684,-9556316,12.928712
2017,Mystery,132800000,733041828,600241828,170.229744
2017,Romance,347845300,1685506844,1337661544,400.26605000000006
2017,Science Fiction,1422271676,3326604343,1904332667,818.658697
2017,Thriller,1259400000,4184887259,2925487259,782.260432
2017,War,362745300,1132756601,770011301,220.931957
2017,Western,70500000,96442939,25942939,87.164103
